Dialogue,Timestamp,Case,instrument-label,instrument-pred,instrument-correct,action-label,action-pred,action-correct,tissue-label,tissue-pred,tissue-correct,valid,generated_feedback,alignment_score
like if you grab the suture and pull it off screen its fine because the needle is floppy right?,10:26:22,16,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools carefully for precise needle handling and knot tying.,2
"like you're, you're picking up your suture line.",18:11:00,12,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for precise needle control and placement.,2
"look at your controllers, you are too close to here, push them back a little bit",16:48:59,22,,,,inspect,inspect,True,,,,True,Continue inspecting carefully to identify key anatomical landmarks.,2
look back by the port,16:14:08,32,,,,inspect,inspect,True,,,,True,Continue thorough inspection to ensure no anatomical details are missed.,2
look for gonadal and ureter,15:50:05,8,,,,,,,urinary_tract,urinary_tract,True,True,Maintain gentle handling of the urinary tract to prevent injury.,2
"look up, grab it with your fourth arm",10:06:54,16,auxiliary_arm,auxiliary_arm,True,grip_hold,grip_hold,True,,,,True,Use the auxiliary arm to maintain a firm grip and steady tissue control.,3
"make sure you pull the stitch towards you, okay",16:25:32,18,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling and knot tying.,2
make sure you turn the needle out,17:52:59,12,suturing_tools,suturing_tools,True,rotate_turn,rotate_turn,True,,,,True,Rotate the suturing tools smoothly to maintain needle control.,4
maybe try sweeping the vein over if you can?,16:09:51,32,,,,sweeping_maneuvers,sweeping_maneuvers,True,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Perform sweeping maneuvers gently to avoid injuring vascular neurovascular structures.,3
medial to the vein on the pubic ramus,16:39:38,29,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the neurovascular structures carefully to preserve function and prevent bleeding.,2
mhm,09:35:25,33,None,None,True,,,,,,,True,Maintain steady visualization and prepare for the next instrument insertion.,2
more pressure on the left hand,09:00:37,17,hand_control,hand_control,True,,,,,,,True,Adjust your hand control for precise instrument movement.,2
"no its going to get worse, lets go to other side",15:49:13,10,,,,navigate_position,navigate_position,True,,,,True,Keep the camera steady and optimize your navigation for better visualization.,2
"no, don't bipolar it",09:49:26,24,energy_device,energy_device,True,,,,,,,True,Activate the energy device cautiously to avoid collateral tissue damage.,1
"no, just buzz it",14:14:54,3,,,,coagulate,coagulate,True,,,,True,Use the coagulation carefully to control bleeding without damaging surrounding tissues.,2
"no, open it right on that pearly white thing",14:28:52,3,,,,open_spread,open_spread,True,,,,True,Open and spread carefully to maintain tissue planes and avoid injury.,2
"no, open the superficial layer first",16:58:16,14,,,,open_spread,open_spread,True,,,,True,Open and spread carefully to maintain optimal exposure without tissue damage.,2
"no, so just get the tissue off the tip of the SV, that's it. stay right on the SV, you don't need to take more tissue than that",09:49:55,21,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Handle the seminal vesicle and vas carefully to avoid tissue damage.,3
"no, that's too much... take that first, yeah",15:10:23,2,,,,grip_hold,grip_hold,True,,,,True,Ensure a firm grip and hold to maintain stable tissue control.,1
"no, you're going to have your SV's very soon if you do that",14:26:58,2,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Handle the seminal vesicle and vas carefully to prevent inadvertent injury.,1
"nothing too crazy, don't have to go into the prostate",12:06:33,28,,,,,,,prostate,prostate,True,True,Focus on preserving the prostate capsule during dissection to minimize bleeding.,3
"now buzz, sweep",16:08:15,32,,,,coagulate,coagulate,True,,,,True,Use precise coagulation to control bleeding effectively.,2
now pull the stitch back,19:16:13,29,suturing_tools,suturing_tools,True,traction_retract,traction_retract,True,,,,True,Use the suturing tools to apply gentle traction for optimal exposure.,3
now you're ready to grab it and just pull it through,18:00:01,30,,,,traction_retract,traction_retract,True,,,,True,Apply gentle traction and retraction to optimize exposure without causing tissue trauma.,3
now youre going to proceed lateral,15:42:50,10,,,,navigate_position,navigate_position,True,,,,True,Navigate carefully to maintain optimal positioning for the next step.,3
ok  stop,16:43:43,13,,,,interrupt_action,interrupt_action,True,,,,True,Pause and reassess before proceeding with the next step.,4
ok keep working,15:35:44,22,None,None,True,,,,,,,True,Maintain focus and proceed cautiously with the next step.,4
ok now stop for a second,10:48:34,31,,,,interrupt_action,interrupt_action,True,,,,True,Pause and reassess before proceeding with the next step.,5
ok open that up,09:21:45,33,,,,open_spread,open_spread,True,,,,True,Open and spread carefully to maintain tissue planes and avoid unnecessary trauma.,4
ok wait for a second,16:31:46,13,,,,interrupt_action,interrupt_action,True,,,,True,Pause and reassess before proceeding with the next step.,4
"ok, break one off and tie... leave the vicryl",12:25:25,11,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for precise needle handling and secure knot tying.,3
"ok, drop the foley hold the stitch up, straight up",17:01:54,13,suturing_tools,suturing_tools,True,release_instrument,release_instrument,True,,,,True,Release the suturing tools smoothly to prepare for the next step.,3
okay cut it,14:51:27,22,,,,cut_divide,cut_divide,True,,,,True,Select the appropriate instrument before proceeding with cutting or dividing tissue.,2
"okay great, i'll get the drain",10:37:25,16,,,,,,,None,None,True,True,Keep focus and prepare for the next instrument insertion carefully.,2
okay im going to test you,10:23:57,16,,,,,,,None,None,True,True,Maintain focus and prepare for the next step carefully.,2
okay that's not working... everything your poking you're just making more bleeding happen,10:19:07,1,None,None,True,,,,,,,True,Keep your focus steady and prepare for the next instrument engagement.,1
okay you dont want to go too much in the pelvic bone,08:39:59,19,None,None,True,,,,,,,True,Maintain focus and prepare for the next instrument deployment.,2
"okay, and just stay very close to the prostate so we don't dig up any more than we need to",14:42:57,2,,,,,,,prostate,prostate,True,True,Keep the prostate well exposed for accurate dissection and safe margins.,3
"okay, go ahead do a DRE, make sure there's no blood",15:29:06,3,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract tissues with care to prevent any inadvertent injury.,2
"okay, keep going",15:06:03,18,None,None,True,,,,,,,True,Keep your focus steady and prepare for the next instrument insertion.,4
"okay, maybe there is a blood vessel or two in that...",09:47:00,1,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the vascular neurovascular structures meticulously to prevent bleeding and nerve injury.,3
"okay, so grab that",09:42:41,1,,,,grip_hold,grip_hold,True,,,,True,Maintain a firm grip to ensure stable tissue manipulation.,4
"okay, so this is cava, you don't want to go too medially, right?",09:27:47,24,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Preserve the neurovascular structures by minimizing manipulation and maintaining clear visualization.,2
"okay, so this is what I would do before you poke another thing and make a bleed",10:19:58,1,None,None,True,,,,,,,True,Maintain focus and prepare for the next instrument deployment.,3
"okay, so widen that out... medial... go to the other side... keep that in tact, we'll clip that",09:28:05,1,,,,open_spread,open_spread,True,,,,True,Open and spread gently to optimize visualization without causing tissue trauma.,3
"okay, stick this in the bag please",15:29:00,3,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract gently to prevent trauma during dissection.,2
"okay, that was the vein?",09:18:05,33,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the vascular neurovascular structures carefully to prevent bleeding and preserve function.,2
"okay, what is that to the side of that? in that space",15:03:02,18,None,None,True,,,,,,,True,Keep your instruments ready and maintain focus on the surgical field.,2
okay...the ureter...good,11:42:40,11,,,,,,,urinary_tract,urinary_tract,True,True,Maintain gentle handling of the urinary tract to prevent trauma.,3
one more stitch here and then we will go to the other side,16:40:16,22,suturing_tools,suturing_tools,True,,,,,,,True,Check your needle loading on the suturing tools before starting the stitch.,2
"only 47cc gland, so nothing crazy big",14:50:41,26,,,,,,,prostate,prostate,True,True,Maintain clear visualization of the prostate for precise dissection.,2
open and spread,09:33:03,1,,,,open_spread,open_spread,True,,,,True,Open and spread carefully to maintain clear visualization and avoid tissue trauma.,4
"open that, yes",10:31:40,1,,,,open_spread,open_spread,True,,,,True,Keep the open-spread motion gentle to maintain optimal exposure without causing trauma.,3
"open the bladder, start whenever you want",11:17:28,25,,,,open_spread,open_spread,True,urinary_tract,urinary_tract,True,True,Open spread carefully to expose the urinary tract without causing tissue damage.,3
open the window,09:19:13,17,,,,open_spread,open_spread,True,,,,True,Open and spread carefully to maintain clear visualization and avoid tissue trauma.,3
open this space up here,09:18:39,17,,,,open_spread,open_spread,True,,,,True,Open and spread gently to optimize exposure without causing tissue trauma.,4
"open this window, don't do that",09:19:14,17,,,,open_spread,open_spread,True,,,,True,Open and spread gently to enhance visualization without causing tissue trauma.,3
open up the easy space,16:16:45,6,,,,open_spread,open_spread,True,,,,True,Open and spread tissues gently to avoid unnecessary trauma.,3
"open up wide... before you do that... just open up either side, you're still in a hole",09:33:14,1,,,,open_spread,open_spread,True,,,,True,Open and spread carefully to maintain optimal visualization and avoid tissue trauma.,3
"other way, other way... under the prostate, okay?",09:26:44,1,,,,,,,prostate,prostate,True,True,Maintain clear visualization of the prostate for precise dissection.,2
others... yeah just open that up a little bit more too,09:33:44,1,,,,open_spread,open_spread,True,,,,True,Maintain gentle open-spread motion to optimize exposure without tissue trauma.,3
otherwise you'll cut it out when you're doing it... you have to go really cloes to the...,14:42:44,3,,,,,,,prostate,prostate,True,True,Keep the prostate well visualized to guide your dissection precisely.,3
"perpendicular to the vein, so sweep toward the vein toward",14:42:48,22,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Continue gentle sweeping maneuvers to maintain tissue integrity and clear the field.,3
psoas right? so look for psoas here,15:51:34,8,,,,,,,retroperitoneal_structures,retroperitoneal_structures,True,True,Handle retroperitoneal structures with care to avoid inadvertent injury.,2
pull it down,19:16:15,29,,,,traction_retract,traction_retract,True,,,,True,Apply gentle traction and retraction to avoid tissue damage.,3
pull the last stitch before you pull up on this one,10:09:14,16,suturing_tools,suturing_tools,True,,,,,,,True,Check the suturing tools for needle integrity before starting the stitch.,2
pull up on that,10:16:18,16,,,,traction_retract,traction_retract,True,,,,True,Apply gentle traction and retraction to maintain clear exposure.,3
"push the kidney away, push the kidney away",09:02:56,17,,,,,,,retroperitoneal_structures,retroperitoneal_structures,True,True,Carefully identify and protect retroperitoneal structures during dissection.,2
put your R hand there and gently...like your finger,16:27:32,9,hand_control,hand_control,True,,,,,,,True,Keep your hand control steady to ensure precise instrument movement.,3
put your fourth arm here now,09:13:47,17,auxiliary_arm,auxiliary_arm,True,,,,,,,True,Position the auxiliary arm to optimize exposure and assist with retraction.,4
put your left hand up up up,09:20:56,17,hand_control,hand_control,True,,,,,,,True,Keep your hand control steady to ensure precise instrument movements.,2
put your right hand in there and take your left hand out,09:22:24,17,hand_control,hand_control,True,,,,,,,True,Keep your hand control steady to maintain precise instrument movement.,2
realign your left hand,09:22:03,17,hand_control,hand_control,True,,,,,,,True,Keep your hand control steady to ensure precise instrument movement.,3
remain in the correct fat plane so youre not getting the abd wall fat; You're between the abdominal wall fat and the kidney,16:41:34,8,,,,,,,retroperitoneal_structures,retroperitoneal_structures,True,True,Protect the retroperitoneal structures carefully during dissection.,3
"remember I talk about apex stitches, same thing, this is where it will leak..",17:46:08,12,suturing_tools,suturing_tools,True,,,,,,,True,Check the suturing tools for needle integrity before starting the stitch.,2
"remember what I said about chopping, like especially this side, right? you could hit the duo, the way you were doing it last week",09:22:22,24,energy_device,energy_device,True,,,,,,,True,Activate the energy device cautiously to avoid unintended tissue damage.,3
right on the pearly white adenoma...if theres any bands there you sweep it off,16:03:06,12,,,,sweeping_maneuvers,sweeping_maneuvers,True,miscellaneous,miscellaneous,True,True,Use gentle sweeping maneuvers to avoid tissue trauma.,3
"right there, I would've buzzed first and then swept",14:11:40,2,energy_device,energy_device,True,,,,,,,True,Activate the energy device cautiously to avoid collateral tissue damage.,2
same vessel here that was tethering you,17:45:45,29,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the vascular neurovascular structures by minimizing manipulation and avoiding traction.,3
see how it moves in the prostate? thats where you go,16:15:55,14,,,,,,,prostate,prostate,True,True,Keep the prostate well visualized for accurate dissection and preservation.,3
see if you can just grab,09:35:19,1,,,,grip_hold,grip_hold,True,,,,True,Maintain a firm grip to stabilize the tissue without causing trauma.,3
see that's the end of your barbs on both sutures,18:06:00,30,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools and ensure proper needle loading before proceeding.,2
see theres a vein there,14:45:17,10,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Stay cautious around neurovascular structures to preserve erectile function.,3
show yourself the mucosa,10:05:20,16,,,,,,,gastrointestinal_tract,gastrointestinal_tract,True,True,Minimize handling of the gastrointestinal tract to prevent inadvertent injury.,2
since you can see vessel might as well take care of it now,16:09:28,6,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Identify and preserve the neurovascular bundles carefully to maintain function.,2
small needle,15:46:19,15,suturing_tools,suturing_tools,True,,,,,,,True,Check suture tension and needle orientation before proceeding with the stitch.,3
so I think youve done amazing job,16:54:28,9,None,None,True,,,,,,,True,Maintain steady visualization and prepare for the next instrument insertion.,2
"so I would do the opposite of what you do, I would burn first, and then do a gentle sweep... burn and then sweep",14:14:26,2,,,,coagulate,coagulate,True,,,,True,Use precise coagulation to control bleeding without damaging surrounding tissues.,1
so I would stay on the slightly higher side and you can take that lateral piece first with a clip,10:16:47,1,clip_device,clip_device,True,navigate_position,navigate_position,True,,,,True,Navigate the clip device carefully to the target position without causing tissue trauma.,3
"so Jun, I want to see the whole thing, so open the space up. I want to see the whole, cause you can see a glimpse of it somewhere but that doesnt mean you know the exact course of the nerve right?",09:35:02,33,,,,open_spread,open_spread,True,,,,True,Open the instruments slowly and maintain steady control.,2
"so advance, grab more of your SV",09:39:10,1,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Maintain careful dissection around the seminal vesicle and vas deferens to avoid injury.,2
"so again, the key is to find the posterior plane, extend it to the urethra",10:54:52,1,,,,None,None,True,urinary_tract,urinary_tract,True,True,Keep gentle handling of the urinary tract to prevent tissue injury.,2
so be careful of your tissue tension here becuase your superficial dvc can be around here,14:42:11,26,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the neurovascular bundles carefully to preserve erectile function.,3
so bring it towards the left lower quadrant,09:04:27,17,,,,navigate_position,navigate_position,True,,,,True,Keep steady navigation to maintain optimal camera angles and field of view.,2
"so careful, what you just grabbed im not sure if you grabbed that branch of the vein with it.",14:48:02,22,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the vascular neurovascular structures carefully to prevent bleeding and nerve injury.,3
"so get right on it... so peel off that stuff off of it, expose the medial aspect of the SV first",09:47:45,1,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Identify and preserve the seminal vesicle and vas deferens carefully during dissection.,3
so here you can just bluntly sweep off the nerve,09:38:42,33,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Use smooth sweeping maneuvers to clear the field gently.,3
"so here... stop for a second... so rather than grabbing what you're grabbing there, I'd rather you just retract down",09:30:21,1,retractor_device,retractor_device,True,,,,,,,True,Use the retractor device to gently expose the surgical field.,4
so hug off the vein and off the bone,14:46:09,22,hand_control,hand_control,True,,,,,,,True,Keep your hand control steady and ready for precise instrument manipulation.,2
so i think you can go to the other side,17:29:37,7,,,,navigate_position,navigate_position,True,,,,True,Adjust your position carefully to maintain optimal visualization and access.,2
so im very risk adverse so I like to go right off the nerve take that seperate that,14:53:17,22,,,,open_spread,open_spread,True,,,,True,Open and spread tissues gently to maintain clear visualization and avoid trauma.,2
so instead of grabbing something I would just let go of your left hand and stick the whole thing jaws closed into that space,14:48:47,22,hand_control,hand_control,True,,,,,,,True,Keep your hand control steady to ensure precise instrument movement.,2
so just account for the spacing right? there's more space on the bladder side than on the urethra side,11:11:39,21,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the vascular neurovascular structures carefully to prevent bleeding and nerve injury.,2
so just make sure all the needles and clips are accounted for,15:15:29,2,suturing_tools,suturing_tools,True,,,,,,,True,Check the suturing tools for needle integrity before starting the stitch.,3
"so now come in a little bit, yeah",10:49:39,1,,,,navigate_position,navigate_position,True,,,,True,Keep the camera steady and optimize your navigation for better visualization.,2
"so now its getting pretty close, get rid of some of that stuff",14:44:33,22,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the neurovascular structures carefully to preserve erectile function.,2
so now we can start to travel a little bit more on the bladder because obviously there's a lot more to cover,19:04:30,29,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract delicately to avoid injury during dissection.,2
"so now you got to change your angle, yeah? you need to go under the prostate or you're going to get into the bladder",09:26:28,1,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract delicately to prevent injury during exposure.,2
so open all the space up,09:32:54,33,,,,open_spread,open_spread,True,,,,True,Spread gently to avoid tissue trauma and improve exposure.,4
so start with a better grasp of your vas,15:30:36,22,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Handle the seminal vesicle and vas carefully to preserve surrounding structures.,3
"so stop, pull from up here, pull from the loop",10:16:00,16,,,,traction_retract,traction_retract,True,,,,True,Apply gentle traction and retract carefully to avoid tissue injury.,3
so that way the risk of getting into the prostate is low,10:48:42,31,,,,,,,prostate,prostate,True,True,Handle the prostate carefully to preserve surrounding neurovascular bundles.,3
so that's not perpendicular to your...,10:32:11,1,energy_device,energy_device,True,,,,,,,True,Activate the energy device cautiously to avoid collateral tissue damage.,2
"so that's not what I mean by seeing the nerve, I want to see the whole nerve, I don't want to see part of the nerve",09:35:51,33,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Stay lateral to the neurovascular bundles to prevent inadvertent injury.,2
so that's that corner right? the corner that we turned on the bladder?,19:04:27,29,,,,,,,urinary_tract,urinary_tract,True,True,Inspect the urinary tract carefully for any signs of injury or obstruction.,2
so we have a good amount of time for you to do the vas defs,14:50:53,26,,,,,,,prostate,prostate,True,True,Maintain careful dissection around the prostate to preserve surrounding structures.,2
so what I don't like about this is I want to see your nerve down below,09:37:46,33,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the neurovascular structures carefully to maintain erectile function.,2
"so what I'm trying to get you to think about is do I want to get under it here near the aorta or near the ileum, or back down here",09:32:34,24,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the vascular neurovascular structures carefully to prevent bleeding and nerve injury.,2
"so what you just bipolared and what you cut was nearly the same spot, you want to give yourself a little bit more wiggle room, right?",09:48:39,1,energy_device,energy_device,True,,,,,,,True,Activate the energy device cautiously to prevent unintended tissue injury.,3
"so what you were going to take there, probably fine as a little vessel, but you were in a very compromised position right?",09:34:40,33,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the vascular neurovascular structures carefully to prevent bleeding and nerve injury.,2
"so when you cinch, pull 90 degrees from the tissue, okay? if you pull towards the head, because of the barb it's going to cut like a knife",11:12:50,21,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the vascular neurovascular structures carefully to prevent bleeding or nerve injury.,2
so wheres the mucosa,17:50:26,12,,,,,,,gastrointestinal_tract,gastrointestinal_tract,True,True,Handle the gastrointestinal tract with care to prevent inadvertent injury.,2
so work along the medial aspect of the vas,13:58:48,4,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Protect the seminal vesicle and vas during dissection to prevent injury.,3
so work from this starting edge here and march deeper as you go,17:27:24,7,,,,navigate_position,navigate_position,True,,,,True,Navigate carefully to maintain optimal positioning for the next surgical step.,3
so you can do a little more sweeping,09:26:13,21,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Use gentle sweeping maneuvers to clear the field without causing tissue damage.,4
"so you can tennis racket it and start at the top and run it not at the urethra, the bladder side and you run it towards the urethra",18:07:02,30,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract delicately to prevent injury during dissection.,2
so you got to decide where...,09:41:22,33,,,,interrupt_action,interrupt_action,True,,,,True,Pause and reassess before proceeding with the next step.,2
so your original bladder neck wasn't that big and you kind of stretched it out quite aggressively in the very beginning... so just be aware of that,09:26:18,1,,,,ensure_safety,ensure_safety,True,urinary_tract,urinary_tract,True,True,Ensure safety by protecting the urinary tract during all maneuvers.,3
"so your suture management is already not good, you have to do something",16:43:50,22,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools carefully for precise needle handling and knot tying.,2
"so, stop for a second... so you see those... pur your retraction there, that's fine",09:30:32,1,retractor_device,retractor_device,True,,,,,,,True,Use the retractor device to optimize exposure without excessive force.,3
spread here with your scissors and your left hand,09:19:51,17,hand_control,hand_control,True,open_spread,open_spread,True,,,,True,Open and spread the field gently to avoid tissue trauma.,3
staple across the ureter and whole shebang,16:55:05,8,,,,,,,urinary_tract,urinary_tract,True,True,Keep the urinary tract clearly visible and avoid unnecessary manipulation.,2
"staple the ureter now, that area there",15:42:02,10,,,,,,,urinary_tract,urinary_tract,True,True,Keep the urinary tract well visualized and handle it with utmost care.,2
"start again, right hands go up",09:22:54,17,hand_control,hand_control,True,,,,,,,True,Keep your hand control steady to ensure precise instrument manipulation.,2
"stay close to the prostate... uh, the adenoma, okay? just stay close",14:45:09,2,,,,,,,prostate,prostate,True,True,Handle the prostate tissue gently to preserve surrounding structures.,3
stay down stay down,09:11:23,33,,,,navigate_position,navigate_position,True,,,,True,Navigate carefully to maintain optimal positioning and avoid unnecessary tissue contact.,3
"stay in the correct plane, yup, between the two fascial layers",15:35:44,8,,,,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,"Handle the fat, fascial, and peritoneal planes delicately to preserve tissue integrity.",3
stay right next to ureter...so  its unlikely you will cause damange,11:50:15,11,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract tissues gently to prevent trauma and maintain integrity.,3
stop for a second,10:49:14,31,,,,interrupt_action,interrupt_action,True,,,,True,Pause and reassess before continuing with the next step.,4
stop for a second,12:28:30,28,,,,interrupt_action,interrupt_action,True,,,,True,Pause and reassess before proceeding with the next step.,4
stop look at see your needle driver It's got to be perpendicular to the needle.,17:51:46,12,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready and handle needles with precision.,2
sure but take it dont put holes in the urethra,19:14:26,29,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract delicately to prevent trauma and maintain tissue integrity.,3
sweep along it because you are going to get into endopelvis,14:38:18,26,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Use smooth sweeping maneuvers to clear the field and improve visualization.,3
"sweep further, theres another layer",16:01:37,12,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Use sweeping maneuvers gently to avoid tissue trauma.,3
"sweep it into the spoon, help her",14:43:12,26,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Use gentle sweeping maneuvers to avoid unnecessary tissue trauma.,3
sweep it off... start from where you know where the adenoma is and then just sweep it off,15:04:29,18,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Keep your sweeping maneuvers smooth and consistent to maintain a clear field.,4
sweep sweep sweep,09:38:40,33,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Use smooth sweeping maneuvers to clear the field without causing tissue trauma.,3
"sweep this down, sweep this down",14:59:20,20,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Use smooth sweeping maneuvers to clear the field gently.,4
sweep towards the vein okay? always sweep towards the vein,14:42:35,22,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Use sweeping maneuvers smoothly to clear the field without causing tissue trauma.,3
"sweep, sweep, sweep, that should be a very blunt dissection",09:25:52,21,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Use controlled sweeping maneuvers to avoid unnecessary tissue disturbance.,3
sweep...You'll get into the perfect layer... sweep all those strands off....Keep sweeping first. ....Get all those bands off.,16:01:54,12,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Continue sweeping maneuvers smoothly to clear the field without causing tissue trauma.,4
take it,09:27:28,24,,,,grip_hold,grip_hold,True,,,,True,Maintain a firm grip to stabilize the tissue effectively.,3
take it,15:35:00,10,,,,grip_hold,grip_hold,True,,,,True,Keep a steady grip to maintain tissue stability during dissection.,2
take it,15:40:51,10,,,,grip_hold,grip_hold,True,,,,True,Ensure a secure grip to maintain stable tissue control.,3
"take it a little higher, you don't want something dangling in your face, that's really annoying.",09:11:32,33,,,,navigate_position,navigate_position,True,,,,True,Navigate carefully to maintain optimal positioning and avoid unnecessary tissue contact.,3
take it..no up..deep,15:34:09,10,,,,navigate_position,navigate_position,True,,,,True,Keep the camera steady and optimize your position for the best view.,2
take loop w R hand and w L retract,15:20:48,10,hand_control,hand_control,True,,,,,,,True,Adjust your hand control smoothly to maintain optimal instrument positioning.,2
"take one more... yeah, one more bite of that",15:10:29,2,,,,grip_hold,grip_hold,True,,,,True,Maintain a firm grip and prepare for precise tissue manipulation.,2
"that looks too small, looks like there are 2 veins",17:05:12,7,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the neurovascular structures carefully to preserve erectile function and minimize bleeding.,2
"that's ___, you can't push that, yeah. it's a vessel right there, right in the middle, yeah, it's not going to push off",12:01:34,28,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Handle vascular neurovascular structures with utmost care to prevent bleeding or nerve injury.,3
that's a whole bowel up there,15:35:33,23,,,,,,,gastrointestinal_tract,gastrointestinal_tract,True,True,Avoid contact with the gastrointestinal tract to prevent inadvertent injury.,3
that's it you can grab that peritoneum and thats it on the left,08:56:32,19,hand_control,hand_control,True,grip_hold,grip_hold,True,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,Grip and hold the fat and fascial planes gently to avoid tearing.,3
that's probably the vein that you just cut,14:52:02,22,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Preserve the neurovascular structures carefully to maintain erectile function.,2
thats fine but youre taking a lot of urethra,19:07:51,29,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract delicately to avoid trauma during manipulation.,3
"thats it, okay now close the peritineum",08:45:48,19,,,,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,Avoid excessive traction on fat and fascial peritoneal planes to prevent tissue damage.,2
thats not how you break a stitch man,17:03:51,22,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready and positioned for precise needle control.,2
thats not the correct plane...its between the two fascial layers,15:35:48,8,,,,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,Maintain clear planes in the fat-fascial-peritoneal layers for safe dissection.,3
thats the capsule fibers,16:44:23,9,,,,,,,muscular_capsular_structures,muscular_capsular_structures,True,True,Handle muscular capsular structures delicately to preserve integrity and avoid bleeding.,3
thats the ves,15:31:33,22,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Handle the seminal vesicle and vas carefully to avoid injury.,3
"thats too much, take less",16:57:40,26,,,,grip_hold,grip_hold,True,,,,True,Keep your grip gentle to prevent tissue damage.,4
the lateral... lateral stuff... lateral,10:37:53,1,,,,,,,miscellaneous,miscellaneous,True,True,Maintain clear visualization of all tissues for safe and precise dissection.,2
"the reason why I like it wide, is because I like to be able to see the shape of the prostate as you are doing this",09:56:05,33,,,,,,,prostate,prostate,True,True,Handle the prostate with care to preserve surrounding neurovascular bundles.,2
the vein dangling in your face... the vein,16:25:21,32,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect vascular neurovascular structures carefully to prevent bleeding and nerve injury.,2
"the whole point is to make the ureter completely irrelevant to your work, right?",09:22:28,33,,,,,,,urinary_tract,urinary_tract,True,True,Handle the urinary tract tissues with utmost care to prevent any trauma.,2
