Dialogue,Timestamp,Case,instrument-label,instrument-pred,instrument-correct,action-label,action-pred,action-correct,tissue-label,tissue-pred,tissue-correct,valid,generated_feedback,alignment_score
"move the vein, coag that",14:43:19,10,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Ensure careful handling around the vascular and neurovascular structures.,2
no its okay keep your left hand there,08:56:17,19,hand_control,hand_control,True,,,,,,,True,Use the hand control to adjust your instrument position.,2
"no, just buzz it",14:14:54,3,,,,coagulate,coagulate,True,,,,True,Proceed with coagulation as needed.,1
"no, open it right on that pearly white thing",14:28:52,3,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,3
"no, open the superficial layer first",16:58:16,14,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,3
"no, so just get the tissue off the tip of the SV, that's it. stay right on the SV, you don't need to take more tissue than that",09:49:55,21,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Identify and expose the seminal vesicle and vas deferens.,2
"no, that's too much... take that first, yeah",15:10:23,2,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,1
"no, you're going to have your SV's very soon if you do that",14:26:58,2,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Identify and expose the seminal vesicle and vas deferens clearly.,1
not like that..try to grab it...,12:33:02,31,,,,continue_action,continue_action,True,,,,True,Continue with the current action.,1
"nothing too crazy, don't have to go into the prostate",12:06:33,28,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,1
"now buzz, sweep",16:08:15,32,,,,coagulate,coagulate,True,,,,True,Proceed with coagulation as needed.,3
now hold it with your right hand,15:49:20,3,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,3
"now its a very bulky set of tissues so I would work this way, you probably dont have to take all this lateral tissue",14:34:09,22,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,3
now lets get to midline,16:40:14,13,,,,navigate_position,navigate_position,True,,,,True,Navigate to the desired position carefully.,3
now proceed up,14:44:03,10,,,,navigate_position,navigate_position,True,,,,True,Navigate to the desired position carefully.,3
now pull the stitch back,19:16:13,29,suturing_tools,suturing_tools,True,traction_retract,traction_retract,True,,,,True,Apply traction with suturing tools to improve visibility.,3
now stapler for ureter,15:41:03,10,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract area.,2
now you're ready to grab it and just pull it through,18:00:01,30,,,,traction_retract,traction_retract,True,,,,True,Apply gentle traction to improve visibility.,3
"often times just opening spaces, you will find the ureter right there",09:19:36,33,,,,open_spread,open_spread,True,urinary_tract,urinary_tract,True,True,Open and spread the urinary tract carefully.,3
oh is that the vas from the other side? it's possible,09:42:35,1,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Identify and expose the seminal vesicle and vas deferens clearly.,2
oh you're pulling it away?,11:05:30,21,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,2
ok  stop,16:43:43,13,,,,interrupt_action,interrupt_action,True,,,,True,Pause and assess the current situation before proceeding.,3
ok get the stitch in,16:59:55,13,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,3
ok keep working,15:35:44,22,,,True,,,,,,,True,Proceed with the next step when ready.,4
ok now stop for a second,10:48:34,31,,,,interrupt_action,interrupt_action,True,,,,True,Pause and reassess the current situation.,5
ok open that up,09:21:45,33,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,4
"ok, break one off and tie... leave the vicryl",12:25:25,11,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
okay good,10:47:22,1,surgical_scissors,surgical_scissors,True,,,,,,,True,Position surgical scissors for precise cutting.,2
okay im going to test you,10:23:57,16,,,,,,,,,True,True,Proceed with the next step when ready.,2
okay lets go,18:05:00,12,,,,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,"Maintain awareness of the fat, fascial, and peritoneal planes.",2
"okay now you can sweep, now you can see your plane",14:40:44,26,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers with precision.,4
okay that's not working... everything your poking you're just making more bleeding happen,10:19:07,1,,,True,,,,,,,True,Proceed with the current task.,1
"okay, go ahead do a DRE, make sure there's no blood",15:29:06,3,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract.,2
"okay, maybe there is a blood vessel or two in that...",09:47:00,1,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,3
"okay, so grab that",09:42:41,1,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,4
"okay, so this is cava, you don't want to go too medially, right?",09:27:47,24,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Ensure careful handling around the vascular and neurovascular structures.,3
"okay, so this is what I would do before you poke another thing and make a bleed",10:19:58,1,,,True,,,,,,,True,Proceed with the next step when ready.,2
"okay, so widen that out... medial... go to the other side... keep that in tact, we'll clip that",09:28:05,1,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,3
"okay, stick this in the bag please",15:29:00,3,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,2
"okay, that was the vein?",09:18:05,33,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Ensure careful handling around the vascular and neurovascular structures.,3
"okay, what is that to the side of that? in that space",15:03:02,18,,,True,,,,,,,True,Proceed with the next step when ready.,2
okay...the ureter...good,11:42:40,11,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract.,3
one more stitch here and then we will go to the other side,16:40:16,22,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
"one sec, gonna bring in 4th arm",14:39:34,10,auxiliary_arm,auxiliary_arm,True,,,,,,,True,Position the auxiliary arm for optimal support.,2
open and spread,09:33:03,1,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,4
open that i think youre ok,16:00:41,6,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,4
"open that, yes",10:31:40,1,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,4
"open the bladder, start whenever you want",11:17:28,25,,,,open_spread,open_spread,True,urinary_tract,urinary_tract,True,True,Open and spread the urinary tract carefully.,3
open the window,09:19:13,17,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,4
"open this window, don't do that",09:19:14,17,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,2
open up the easy space,16:16:45,6,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,3
"open up wide... before you do that... just open up either side, you're still in a hole",09:33:14,1,,,,open_spread,open_spread,True,,,,True,Open and spread carefully to maintain clear visualization.,3
open up your jaws so you get better coag,14:39:24,26,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,4
others... yeah just open that up a little bit more too,09:33:44,1,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,4
otherwise you'll cut it out when you're doing it... you have to go really cloes to the...,14:42:44,3,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,3
"perpendicular to the vein, so sweep toward the vein toward",14:42:48,22,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Use sweeping maneuvers carefully to maintain precision.,3
pull it down,19:16:15,29,,,,traction_retract,traction_retract,True,,,,True,Apply gentle traction to improve visibility.,4
"pull more on your left hand, more stretch",09:05:36,17,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,2
pull up on that,10:16:18,16,,,,traction_retract,traction_retract,True,,,,True,Apply gentle traction to improve visualization.,4
"pull your bottom stitch and show it to you, does that help you?",16:13:45,18,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
push the kidney away from you,09:02:53,17,,,,,,,retroperitoneal_structures,retroperitoneal_structures,True,True,Focus on the retroperitoneal structures for precise dissection.,2
"push the kidney away, push the kidney away",09:02:56,17,,,,,,,retroperitoneal_structures,retroperitoneal_structures,True,True,Focus on the retroperitoneal structures for clear visualization.,2
put your left hand up up up,09:20:56,17,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,2
put your scissors there and your left hand there if you want,09:12:19,17,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,2
realign your left hand,09:22:03,17,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,2
"release right there, a little closer to the SV",14:06:46,4,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Focus on the seminal vesicle and vas.,3
remain in the correct fat plane so youre not getting the abd wall fat; You're between the abdominal wall fat and the kidney,16:41:34,8,,,,,,,retroperitoneal_structures,retroperitoneal_structures,True,True,Maintain awareness of the retroperitoneal structures.,3
"remember I talk about apex stitches, same thing, this is where it will leak..",17:46:08,12,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
remember the ureter is here,15:59:15,32,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,3
"remember what I said about chopping, like especially this side, right? you could hit the duo, the way you were doing it last week",09:22:22,24,energy_device,energy_device,True,,,,,,,True,Use the energy device with precision.,2
right on the pearly white adenoma...if theres any bands there you sweep it off,16:03:06,12,,,,sweeping_maneuvers,sweeping_maneuvers,True,miscellaneous,miscellaneous,True,True,Perform sweeping maneuvers gently on the tissue.,3
"right there, I would've buzzed first and then swept",14:11:40,2,energy_device,energy_device,True,,,,,,,True,Use the energy device with precision when needed.,3
same vessel here that was tethering you,17:45:45,29,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,3
see if you can just grab,09:35:19,1,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,2
see theres a vein there,14:45:17,10,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Ensure careful handling around the vascular and neurovascular structures.,3
show yourself the mucosa,10:05:20,16,,,,,,,gastrointestinal_tract,gastrointestinal_tract,True,True,Avoid contact with the gastrointestinal tract.,1
since you can see vessel might as well take care of it now,16:09:28,6,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,3
slightly bent,17:29:43,9,,,True,,,,,,,True,Proceed with the next step when ready.,2
small detrusor,14:48:23,18,,,,,,,muscular_capsular_structures,muscular_capsular_structures,True,True,Maintain awareness of the muscular capsular structures.,2
so  for this corner stitch when you take it with the backhand contralateral backahand so this is coming out on the right of the patient,19:02:14,29,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
so I would stay on the slightly higher side and you can take that lateral piece first with a clip,10:16:47,1,clip_device,clip_device,True,navigate_position,navigate_position,True,,,,True,Navigate the clip device to the desired position carefully.,3
"so advance, grab more of your SV",09:39:10,1,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Focus on the seminal vesicle and vas.,3
"so be a little bit patient when you're looking for a bleeder, don't just buzz anything that's red, because you don't have enough exposure really to see where the actual source of bleeding is if you're just buzzing",14:08:12,2,,,,coagulate,coagulate,True,,,,True,Proceed with coagulation as needed.,2
so be careful of your tissue tension here becuase your superficial dvc can be around here,14:42:11,26,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,3
"so careful, what you just grabbed im not sure if you grabbed that branch of the vein with it.",14:48:02,22,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Protect the vascular and neurovascular structures carefully.,3
"so don't sweep, you do a lot of sweeping... the sweeping is just stretching and tearing muscle fiber, detrusor fibers I think",14:10:55,2,,,,sweeping_maneuvers,sweeping_maneuvers,True,muscular_capsular_structures,muscular_capsular_structures,True,True,Perform sweeping maneuvers on the muscular capsular structures.,1
"so get right on it... so peel off that stuff off of it, expose the medial aspect of the SV first",09:47:45,1,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Identify and preserve the seminal vesicle and vas structures.,3
"so here I stop when you get to lateral wall, which is just a tiny bit more and youre good",17:29:01,7,,,,,,,miscellaneous,miscellaneous,True,True,Focus on the miscellaneous tissue handling.,2
so here you can just bluntly sweep off the nerve,09:38:42,33,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Use sweeping maneuvers carefully to maintain precision.,3
"so here... stop for a second... so rather than grabbing what you're grabbing there, I'd rather you just retract down",09:30:21,1,retractor_device,retractor_device,True,,,,,,,True,Position the retractor device for optimal exposure.,3
so hug off the vein and off the bone,14:46:09,22,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,2
so if you're going to advance don't let go of one hand and brace with the other hand,15:31:14,22,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,3
so im very risk adverse so I like to go right off the nerve take that seperate that,14:53:17,22,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,2
so instead of grabbing something I would just let go of your left hand and stick the whole thing jaws closed into that space,14:48:47,22,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,2
so just make sure all the needles and clips are accounted for,15:15:29,2,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,3
"so more travel bladder side, less travel on the urethra side",11:11:52,21,,,,navigate_position,navigate_position,True,,,,True,Navigate to the desired position carefully.,3
so now we can start to travel a little bit more on the bladder because obviously there's a lot more to cover,19:04:30,29,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,3
"so now you got to change your angle, yeah? you need to go under the prostate or you're going to get into the bladder",09:26:28,1,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract.,2
so retraction's not wonderful,10:32:07,1,energy_device,energy_device,True,,,,,,,True,Use the energy device with precision.,2
so start with a better grasp of your vas,15:30:36,22,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Focus on the seminal vesicle and vas.,3
"so stop, pull from up here, pull from the loop",10:16:00,16,,,,traction_retract,traction_retract,True,,,,True,Apply gentle traction to improve visibility.,2
so that's not perpendicular to your...,10:32:11,1,energy_device,energy_device,True,,,,,,,True,Ensure the energy device is ready for use.,2
"so that's not what I mean by seeing the nerve, I want to see the whole nerve, I don't want to see part of the nerve",09:35:51,33,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,3
so that's that corner right? the corner that we turned on the bladder?,19:04:27,29,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract.,2
so this is the capsule,16:38:14,9,,,,,,,muscular_capsular_structures,muscular_capsular_structures,True,True,Maintain awareness of the muscular capsular structures.,3
so we have a good amount of time for you to do the vas defs,14:50:53,26,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,2
so what I don't like about this is I want to see your nerve down below,09:37:46,33,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,3
"so what I'm trying to get you to think about is do I want to get under it here near the aorta or near the ileum, or back down here",09:32:34,24,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Ensure careful handling around the vascular and neurovascular structures.,2
"so what you just bipolared and what you cut was nearly the same spot, you want to give yourself a little bit more wiggle room, right?",09:48:39,1,energy_device,energy_device,True,,,,,,,True,Use the energy device with precision.,2
so when you see it lets see if you can open up a little bit of space here,09:22:05,33,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,4
so wheres the mucosa,17:50:26,12,,,,,,,gastrointestinal_tract,gastrointestinal_tract,True,True,Avoid contact with the gastrointestinal tract.,2
so work along the medial aspect of the vas,13:58:48,4,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Identify and preserve the seminal vesicle and vas deferens.,3
so you can do a little more sweeping,09:26:13,21,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers with precision.,4
so you can take that,09:22:20,21,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,2
"so you can tennis racket it and start at the top and run it not at the urethra, the bladder side and you run it towards the urethra",18:07:02,30,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,3
so you don't want to put your first clips too low,10:16:42,1,clip_device,clip_device,True,navigate_position,navigate_position,True,,,,True,Navigate the clip device to the desired position.,2
"so you have to be slower, more ___",11:22:38,5,,,,adjust_fix,adjust_fix,True,,,,True,Ensure stability and maintain optimal positioning.,3
so you just lost view,14:43:31,22,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,2
so your original bladder neck wasn't that big and you kind of stretched it out quite aggressively in the very beginning... so just be aware of that,09:26:18,1,,,,ensure_safety,ensure_safety,True,urinary_tract,urinary_tract,True,True,Ensure safety around the urinary tract.,3
"so your suture management is already not good, you have to do something",16:43:50,22,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
"so your vector is not quite right, you're pulling it towards you... I want you to pull it away from the prostate, okay?",10:31:00,1,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,2
"so, stop for a second... so you see those... pur your retraction there, that's fine",09:30:32,1,retractor_device,retractor_device,True,,,,,,,True,Position the retractor device for optimal exposure.,3
spread here with your scissors and your left hand,09:19:51,17,hand_control,hand_control,True,open_spread,open_spread,True,,,,True,Open and spread with the hand control.,3
staple across the ureter and whole shebang,16:55:05,8,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,2
"staple the ureter now, that area there",15:42:02,10,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract.,2
"start again, right hands go up",09:22:54,17,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,2
stay down stay down,09:11:23,33,,,,navigate_position,navigate_position,True,,,,True,Navigate to the desired position carefully.,2
"stay in the correct plane, yup, between the two fascial layers",15:35:44,8,,,,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,"Maintain awareness of the fat, fascial, and peritoneal planes.",4
stay right next to ureter...so  its unlikely you will cause damange,11:50:15,11,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,3
stop for a second,10:49:14,31,,,,interrupt_action,interrupt_action,True,,,,True,Pause and assess the current situation.,4
stop look at see your needle driver It's got to be perpendicular to the needle.,17:51:46,12,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
stop whatever is bleeding there,14:45:58,26,,,,interrupt_action,interrupt_action,True,,,,True,Pause and assess the current situation before proceeding.,2
sure but take it dont put holes in the urethra,19:14:26,29,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,2
sure yeah that's fine,09:19:34,1,,,True,,,,,,,True,Proceed with the next step when ready.,4
sweep along it because you are going to get into endopelvis,14:38:18,26,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Use sweeping maneuvers carefully to maintain precision.,3
"sweep further, theres another layer",16:01:37,12,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers with precision.,3
"sweep it into the spoon, help her",14:43:12,26,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers with precision.,3
sweep off the nerve blunt dissection,09:38:45,33,,,True,sweeping_maneuvers,sweeping_maneuvers,True,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Use sweeping maneuvers carefully around vascular neurovascular structures.,3
sweep sweep sweep,09:38:40,33,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers with precision.,4
sweep towards the vein okay? always sweep towards the vein,14:42:35,22,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers with precision.,4
"sweep, sweep, sweep, that should be a very blunt dissection",09:25:52,21,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers with precision.,3
sweep...You'll get into the perfect layer... sweep all those strands off....Keep sweeping first. ....Get all those bands off.,16:01:54,12,,,,sweeping_maneuvers,sweeping_maneuvers,True,,,,True,Perform sweeping maneuvers with precision.,4
take it,15:08:59,10,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,2
take it,15:35:00,10,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,2
take it,15:40:51,10,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,2
take it,19:04:23,29,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,2
"take it a little higher, you don't want something dangling in your face, that's really annoying.",09:11:32,33,,,,navigate_position,navigate_position,True,,,,True,Navigate to the desired position carefully.,3
take it take it,17:45:30,29,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,2
take it..no up..deep,15:34:09,10,,,,navigate_position,navigate_position,True,,,,True,Navigate to the desired position carefully.,3
take loop w R hand and w L retract,15:20:48,10,hand_control,hand_control,True,,,,,,,True,Use the hand control to adjust your instrument positioning.,2
"take one more... yeah, one more bite of that",15:10:29,2,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,2
"take this right here, this is tethering you, right here",17:43:06,29,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,2
"that looks too small, looks like there are 2 veins",17:05:12,7,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Ensure careful handling around the vascular and neurovascular structures.,2
that's it you can grab that peritoneum and thats it on the left,08:56:32,19,hand_control,hand_control,True,grip_hold,grip_hold,True,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,Use the hand control to maintain a firm grip on the peritoneal planes.,3
that's probably the vein that you just cut,14:52:02,22,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Ensure careful handling around the vascular and neurovascular structures.,2
thats fine but youre taking a lot of urethra,19:07:51,29,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,2
"thats it, okay now close the peritineum",08:45:48,19,,,,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,"Maintain clear visualization of the fat, fascial, and peritoneal planes.",2
thats not how you break a stitch man,17:03:51,22,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
thats not the correct plane...its between the two fascial layers,15:35:48,8,,,,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,"Maintain awareness of the fat, fascial, and peritoneal planes.",3
thats the capsule fibers,16:44:23,9,,,,,,,muscular_capsular_structures,muscular_capsular_structures,True,True,Maintain awareness of the muscular capsular structures.,3
thats the ves,15:31:33,22,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Focus on the seminal vesicle and vas.,3
the blunt stuff is not going to work so well,15:46:11,26,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise manipulation.,2
the epigastric,08:20:15,19,,,,,,,,,True,True,Proceed with the next step when ready.,2
the lateral... lateral stuff... lateral,10:37:53,1,,,,,,,miscellaneous,miscellaneous,True,True,Focus on the miscellaneous tissue area for any necessary adjustments.,3
the peritoneum needs to cover the mesh,08:56:45,19,,,,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,"Maintain awareness of the fat, fascial, and peritoneal planes.",3
"the reason why I like it wide, is because I like to be able to see the shape of the prostate as you are doing this",09:56:05,33,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,3
"the whole point is to make the ureter completely irrelevant to your work, right?",09:22:28,33,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,2
"there are times when you have to hold the posterior bladder neck, and there are times you don't have to",13:55:57,4,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,2
"there it is, yup",11:16:13,28,,,True,,,,,,,True,Proceed with the next step when ready.,2
"there thats where you are going to grab, do you see it?",08:51:58,19,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,2
there you go open the space up nice and big,09:21:08,17,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,4
"there you go, that is finally the first good one there, okay?",11:00:31,21,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,2
"there's a few open vessels... yeah, just burn those",10:44:10,1,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,2
there's another vessel right there,14:00:41,4,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Ensure careful handling around the vascular neurovascular structures.,3
"theres a vessel there, careful of vessel",16:09:00,6,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,4
"these little things that are tethering the vein up, you can buzz them or sweep them down",15:52:12,32,energy_device,energy_device,True,coagulate,coagulate,True,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Use the energy device to coagulate the vascular neurovascular structures carefully.,2
this first one you have to travel a little bit,16:43:23,22,,,,navigate_position,navigate_position,True,,,,True,Navigate to the desired position carefully.,4
"this is a nice, juicy gland",14:46:08,18,,,,,,,miscellaneous,miscellaneous,True,True,Focus on the miscellaneous tissue for any necessary adjustments.,2
this is an interesting way to hold your needle,17:47:58,12,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
this is going to be perioprosthetic fat,17:08:36,29,,,,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,"Maintain awareness of the fat, fascial, and peritoneal planes.",3
this is ileostomy,15:42:41,23,,,,,,,gastrointestinal_tract,gastrointestinal_tract,True,True,Avoid contact with the gastrointestinal tract.,2
"this is the vein, there's a vein there",09:49:36,24,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,3
"this is whats tethering the vein, see how its all wispy and everything here",15:56:15,32,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,3
those are all vessels,17:45:37,29,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,3
"those little red vessels, tiny vessels. I would burn them as you see them, because if you rip them off they are going to bleed",09:32:56,33,energy_device,energy_device,True,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Use the energy device cautiously around vascular neurovascular structures.,3
"to save yourself this re grab, when you grab your needle for the first time, act like you know what your next bite is going to be. does that make sense?",16:49:21,22,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,3
"too far, come a little bit closer to the prostate",09:59:18,33,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,3
"top down, start from your left, and then work counterclockwise down, okay? because bloods going to... everything's going to flow by gravity, right?",14:54:25,2,,,True,,,,,,,True,Proceed with the current task.,2
travel more,12:48:37,31,,,,navigate_position,navigate_position,True,,,,True,Navigate to the desired position carefully.,3
"travel too much, don't travel too much",19:12:24,29,,,,navigate_position,navigate_position,True,,,,True,Navigate to the desired position carefully.,1
"travel, travel",11:09:28,21,,,,navigate_position,navigate_position,True,,,,True,Navigate to the desired position carefully.,4
try and get under the SV first before you do that,11:08:14,31,,,,navigate_position,navigate_position,True,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Navigate to the seminal vesicle and vas deferens position carefully.,3
"try something, instead of holding this, put your closed left hand in here and your push it this way",09:05:52,17,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,2
turn,18:58:30,29,,,,rotate_turn,rotate_turn,True,,,,True,Rotate carefully to maintain control and avoid unnecessary strain.,4
turn,19:04:59,29,,,,rotate_turn,rotate_turn,True,,,,True,Rotate carefully to maintain control and avoid unnecessary strain.,3
